Id;Color;IdVehicleCatalog
0D5C2168F12746F589D5504E01177F80;CAFE;125
0D5ED47FB00440528EE9220BF2346620;BLANCO/AZUL;154
0D698DE662FA422199D8BF62DFF13D7C;WHITE;295
0D69EA869DFD4029A3A5A38A8CECC51C;BLANCO;2859
0D8948B10EF841B0A0C3F13751A9B554;ARENA;121
0D8C37C6F99247FB8761AB1F842D5F8C;NEGRO;10
0DB5A3A979854BFB8C75A9AD145A47B4;NEGRO;1769
0DB6628C0B0944C2887AE7CEB5FA64FB;WHITE;4173
0DBEADAF3670416694E964096FB6F070;AZUL;1540
0DDD1FE1DAE14FE098A3FCD9A478012B;NEGRO;3367
0DDD9F343A984B96AA9A4281542F6649;BLANCO;10
0DDF94B15A0C46F59F776E918DDDB358;PLATA;3315
0E06E95787594210943D481D91F43462;RED;130
0E15252C937141548B1D369E8C476477;SILVER-GRAY;129
0E19D7BEA4C14FF4A637A976558D3F28;NEGRO;3124
0E2523B660C341EFB0015A3A9C9592BD;GRIS;185
0E2BFA940DDE4AD3AE9A9A0739872809;NEGRO;328
0E3A03469019468CAC77210B2DDA83AF;ROJO;28
0e49630c-0082-43bf-8be7-711797aedc2d;GRIS;2221
0E4F3663403444889CE534E3E73332BD;GRIS;28
0E7A85ABE1B7425DA71D9F7E34DB0C5D;VERDE;289
0E865E9028014507ACE991C019EEB42C;BLANCO;3324
0E90D1F1B8DF40B5AB868916E031FD66;BLUE;149
0EC1E68097474432B4CF350EC282278A;GRIS;2447
0EDFBB09E30642F292E9204F66E08444;NEGRO;157
0EF41C29841C4DB586C9E4355D4608A7;BLANCO;47
0EFE3BA6290C4272A37646D0E21CA9B0;BLANCO;1667
0F0A82879BED4764A862DD309BEAC863;AZUL;129
0F1387E5D2064E419517AECD9E32CE41;NEGRO;4669
0F21969B461E4319810F38E6A173BF43;VERDE;92
0F335367C4C443ABA1BD8870855440E0;WHITE;249
0F3A39A00D7F44CFB6C269C7205248ED;AZUL;106
0F3AFD3F2097423D89EC9B2F24117CFF;BLANCO;57
0F681ACD025D46A6BBA37014398DF71D;WHITE;68
0F8112A0944B4F1680193943B81B1104;NEGRO;4658
0F903C41DE65465CA4D0BDB0A323DD4A;PLATA;2710
0FB82B2001F54A9AA6BAD3DB9F45E6FB;VINO;4169
0FBC6AC8AEC04774A19A4124DEA4BB5C;NARANJA;143
0FC5EB361D4144F9B3BAF4B02A285B21;AZUL;3950
1003BC5D6B77449F96308096A7784956;GRIS;4610
1005880E36F344578F72C2FB935F194A;ROJA;1955
102D628B2AE84976A3AA76C9F18B41A8;WHITE;4085
10435106FC134F0DB49FF5F19D2E0011;AZUL;4661
106032D473C34C59A8ECCE35BA8C5F43;BLANCO;232
106C671F9F764A5E9AFB3AF507D8A1E9;BLANCO;131
106F3D62EBD14D16AAA14888FD97386D;WHITE;10
10765FC4703846148ED87E4A6606B44A;WHITE;20
10B2E35DC63D4806A2200B33C2839421;SILVER-GRAY;3108
10B30D179A4A442F8C397F420D0AAE25;GRIS;129
10B7472C6E7140BEB04A8970DC4C79EA;WHITE;4320
10BA256E57AA41C29FD3CA53B8BA3B3E;NEGRO;58
10BB463D3EF2434EB16A43EB307F478A;GRIS;131
10d2ccb9-ae9a-4497-acb5-6b9c75119dbe;VINO;121
10E369BC7261462F89241EEAAFE94EF6;BLANCO;107
10E3BAD02F3540FFA1D2BE1AD8838489;AZUL;2987
10E3BD6919F1445D8875D7D80EEF8275;BLANCO;75
11029A451D6B4387872073C11B57C17A;BLANCO;362
1107E149B54E4074ADEA60F54C8E3AD7;AZUL;219
11080277D75D4E90AD9212D8DD51BF1D;BLANCO;58
11120FDAE2DE438CAFCF00EFB5C1AC3B;SILVER-GRAY;129
11357427198D4711AD08C691F8F5ECBA;CAFÉ;245
114724E1E2BD40ACA1FFB62010059C57;BLANCO;3124
114D4DA0EE2640039DE6CB342D746008;WHITE;524
1157A8829ABB44E18A3F8E2086D3ACC9;BLACK;2987
117EA3FC078B4E03A55947CEAFEC791E;GRIS;10
11A031016E7B4300A5E73CCDF088428F;BLUE;53
11A48CE565CB4711B81622497F9BE29F;VERDE;211
11AA99AA39B04FD5AE213C0D38BCE698;BLANCO;202
11AB02BC33F041DBA7E0A2BCE27F4D14;GRIS;3152
11c9f79f-3da4-4e16-aa40-252a862b95f7;NEGRO;137
11DA14F518F24932A4F5F61253755D9F;NEGRO;169
11DAEECD0806444CBBABB49AAE5DF770;NARANJA;2805
11DF9AF93E8F49CD9F5D7FC2B942FEC9;NEGRO;2566
11F8C996B0B2496AA29FC40A03E305F8;WHITE;3736
121089CA92524558B9A68287EE5C708B;BLANCO;211
1211C28292624EA3A69D2F68B89CBE82;WHITE;1692
1214A735CF0A4988911D1FA1D8EB0CA8;WHITE;187
123DA361098C4CDEAE0E6102FFFDA882;BLACK;305
124712F1A36E4D75896CB89F1F94F37F;BLANCO;221
1249FF91DA50406580145F4432328E31;SILVER-GRAY;172
127A0F5FD6E14F5CA379A990DD67DB25;BLANCO;3862
1286E7693CBA4AC5AAF81A157F741959;NEGRO;1086
1287DC0540D345CE8D90440482843B4D;ROJO;75
12B1F14C1EF54CC1A7DFD36C5F45D445;NEGRO;130
12c9a6b6-9981-412d-8b21-3cf8281a5629;PLATA;252
12D29D56980F47A1B1D5775379DD13E3;NEGRO;1815
12DCCB1ADB304E1DA90D172E88D8F1A9;AZUL;33
130C88D29616497297060D1756CFC5BE;SILVER-GRAY;351
1313BF7D324E40699ECA063C33FB8D15;NEGRO;10
136a0b48-9074-45ea-902e-35fed2c66667;AZUL;46
13904ECAB1674204AFC656993E605452;NEGRO;1925
13A8C9EB045D4643842F09B86030F556;AZUL;212
13B613364BC94EF6AFC9EA3B2178C55B;BLANCO;2028
13C00A655ACF48FD93F55B7128FA435A;NEGRO;130
13C26D473D3541F1874D35AFB24E193C;RED;47
13D3B4E917FE45D1977DAFD083B3C749;ROJO;700
13D94B5FFB77490997EABE8D1E918F86;SILVER-GRAY;1566
13DC0523FD3E4D229B1DC9E0756B309E;ROJO;68
13e8aec7-25af-4b88-a602-da282feacd33;PLATA;131
13ECAE58B8A04ECAB1B8BFB68B27EBB1;GRIS;103
13ECEB06806A43A5A65B710A21C3B319;ROJO;129
140A21EDF6D2429CA2F289A551C84298;PLATA;4645
140F28A6CEE94074B806BCAD4063D012;PLATA;10
141BDAFD4A794603B9BC8E80C49DEE99;NEGRO;4697
1422A651CB4740ADA10BF3E7B37CD494;GRIS;211
142521B8D3EA438AA1BBA583D2D45D17;BLANCO;2447
1435DD2BEAD54287BA115A12F0FA8264;NEGRO;2862
1441b10f-c2eb-40f4-8ec2-dc97c109c690;BLANCO;53
144D8FB0D3904A25B4BEBB2A50413B87;PLATA;131
145c1f31-5e8e-422d-8c3b-0da241d43eac;GRIS;1775
1481161537C94DBA8E1943E7CD2D1311;BLANCO;2700
14944D786C644880A07E0C4ECDED4105;GRIS;82
14A559CA266A4E50A315E2A9E16F2580;ROJO;2637
14B53FD02AAE49CBB74034C94B503ADC;ROJO;10
14BA1A11347148F5A72B73D436A37BB6;NARANJA;341
14E877B6FE78436089A043F770627B62;ROJO;267
14ED8B0695384F6B83E1E9E3DE9F63A4;WHITE;231
14FE07FBD21F420EB7D5160FFD49661C;GRIS;4680
15095AFE11E24B378C034DCB00F1E794;SILVER-GRAY;125
150E050B101B48839F570CDEAF68F88A;NARANJA;190
151FB392388A412391C4EC5AAE382800;VERDE;462
155FD2BCBA81446CBC45083BCF1947B2;WHITE;104
15835A9CC88A42F68D585E8D75452E4F;BLANCO;382
15BC901163E64A1EBD2B772AF2AE63DC;NEGRO;10
15BCA47E605C4F66B4C21968A8B5B821;BLANCA;154
15dcd50e-e9c6-4720-b9bf-fb584bbbb0df;BLANCO;3020
15F4A1293E0146DFBAE6FE9D96B727E7;BLANCO;47
15FF4CFEDFA34707A6F336AAA806B076;AZUL;477
16634A73B03249DA9D6E059E0CBF6F93;GRIS;143
16796CCACA8045ADB975D797FD713F71;BLANCO;10
167EA9F4842047EA8CC367F70574B9C3;GRIS;288
1682276847054252A18A2172E849FBFC;NEGRO;393
169cda98-e748-42a2-a5e3-c5b78f4f1cc1;GRIS;185
16B37632DEC54651955248F294488A7A;BLANCO;255
16b900ea-ab0c-4cae-aad5-46cdf249b4fc;GRIS;2684
16C0B21EDACD4141BEAC8A18CF5120A3;SILVER-GRAY;47
16E6EDB8D2D94AABAE0B2EE123469BBF;ROJO;3862
16E78A7E74C341D6B7770BDBDFDC703C;NEGRA;2946
16E84EDAD7BA42A1BF3520D7D3ECB88A;WHITE;2494
1742456686C54A5EAAD3371D6B071EB3;BLANCO;2447
1742FBFFBB3845049B9A738D2D12BC6F;BLACK;1607
174587F3E6C74D36969B0C5E207166D3;ROJO;129
175CEA49BE11420B842FD00A0779EC21;BLANCO;57
1766416DF4DB485B9D1A394613F03724;NEGRO;2451
1779F1956B9446369D7E02EF03936D8E;AZUL;125
179982ae-6773-430d-9dbb-02a684df22bd;ROJO;104
17A6708C591141A78DB838355E5F2A84;BLANCO;22
17AE5E6949574F8486D569CA97C6AC9D;ROJO;324
17B436255A504F1BB0A8309E481DE186;ROJO;2700
17D19A339EA947D388C2968EA056DC67;PLATA;2869
17DED2096D404454A73B0B43FA390E33;WHITE;46
17F1ECFEB1A04044ADDDA426DB013346;VINO;351
17FE6E2958EE4E81B3B559D27941E310;ROJO;180
180830BBB5484E07B450FD5057FAC6C1;AZUL;1750
182B7C30B25C40CCA084B3B830EEE720;PLATA;1566
1836FD714D2F41BFAEA61409AED1EB22;BLANCO;132
183A644D51EF43E98728DB9B471E6B5E;WHITE;125
184A2A88E746498099F6D0E0B1615A73;NARANJA;49
1878BCD0FD124BF1BD6F5721CD4D4565;WHITE;1765
1885C92FF6A1436083B88DE18F1FC658;GRIS;254
18CFF2C3370243B68F85E315EBF4C7D4;GRIS;146
1903C807BB4B46E28B5F3202D94D64D0;BLANCO;124
1913a7ac-b51d-4a7f-af12-db1374f95d27;BLANCO;39
191B7FCD82ED495B944FFA3E3A3328CA;PLATA;285
1923034449C948A6962CBBA131E51D04;AZUL;168
1924966A30DA4F829C64527ADF5DA609;WHITE;1618
19299C3CDA91415F9802D220919400B1;NEGRO/BLANCO;393
192ACDE1A092405E8EC51759889D6D51;BLANCO;6
19342A7FC26144D1A9BB4928883ED588;BLANCO;4170
193EABB1C82E453DB01E9E7BAF642E63;ARENA;47
1957EC2C8A8F404AAEDB58083EC29DB4;ROJO;66
196507D3CBEF4866A37CD4CC0127FACA;GRIS;125
19768D3371214F01997104945CFEB62C;AZUL;1750
198F4E8836C042F6A293918CA3AFEC99;NEGRA;4041
19927CEA1ADB46618955D804B522C7D0;ARENA;125
199E6A4A4E9E4DD4B2E410FA21048301;AZUL;47
19A86404B33B4C9681B663011A9250F3;BLANCO;10
19B51FAC32274931A229451FF37898DC;ROJO;1607
19BFC740D02F4380B138D9399CC58E07;NEGRO;131
19CE384956A246CCA9F3273A25EA3E03;BLANCO;31
19d95a7d-09df-49df-8e51-41400f572475;BLANCO;351
19EF2855C696401192BCD4C4415B475C;BLACK;1779
1A1FEF69A96A485193FD18C0CDF9A666;GRIS;536
1A2078D814654C8B8CA765281060DAF6;ROJO;33
1A2FB742E9F647E7957C44C9A40457F7;BLANCO;6
1a36fb2f-1908-4983-854c-5c6c936173b3;BLANCO;119
1A3DDD939E7D429A8B7386FC37EBDEE5;BLANCO;182
1A65BF8210DE45AE91E9522DB3889E7E;BLANCO;295
1A8B6E5E4CFB479CB1442C549D138634;ROJO;2606
1AB4B71786A74D90BA70F67DE0C61F79;BLANCO;10
1AC65079D7B14A25A0BA3FF4878CAB49;ROJA;4378
1AE44F8A3AD24EEDB62DC2A6BD318F5C;GRIS;4217
1B2CA3B58B30446F9C99A7CEDC4A3301;NEGRA;1607
1B5A0AAC5D404C04B1C7DF0E2757A001;BLANCO;131
1B6244A7B790466497E016040A852BD8;ORANGE;143
1b9055d6-443a-498c-8b3b-0620a9c50f51;NEGRO;151
1B9770C495B04883924F8234D2EE005A;AZUL;2969
1B9D9586BD5B401C8613338A686314EC;AZUL;2315
1BCE1C91615143909F4B1FBDBC7BC1C1;GRIS;47
1BCF07FC3D714407AE32292F3B43D0A6;BROWN;125
1BF475667D5C4ABEBE57D8FFF8E5E0ED;ROJO;382
1BFEA7E9AA0C4522A33DB2C309E51673;GRIS;185
1C181267D4E2425F891F9C230E4D6777;ROJO;33
1C3D8B41AC704A3F968C130DE60CBFCD;GRIS;2768
1C46FB00AA7148CE82555548E701FBEC;ARENA;163
1C4EB98B1B87403B82AC493100E16F26;BLANCO PERLA;47
1C559E8F6EF0484D95E0EB690FB3A6CE;SILVER-GRAY;540
1C6CE38BAE7845EE9A9204509F984F9C;AZUL MARINO;1765
1C6F29C2E47645EE88ECCD02FB151F2F;ROJO;103
1C73E0EE6A434A339C5931D075AA0350;NEGRO;247
1c92b2b7-9eee-4d6a-96ab-91f6fec43e50;GRIS;106
1C9DBEC6F75F4AA5BB685ACAC220EC26;GRIS;47
1CC3EF9F2B75463080D36E5E040F3889;AZUL;1765
1CCAC2E2977344358DD5C5D1D6BC9C0C;BLANCO;129
1CEFAFE0E7144FFD9E8B02A2206E0C9E;BLANCO;132
1CF42E74DD384BE78E295AEE2861EC23;ROJO;4173
1D0CF0420B1944C5B6F442F0C201A757;AZUL;76
1D125D0A133145F3A4CA91A1C82A1093;AZUL;116
1D20944D5FF342C2BDA9182861EA11B4;GRIS;10
1D5711BAE79C4B9997882C5AFE0B9ED8;GRIS;214
1D71F33447A047A991189637D9F65C99;NEGRO;524
1D73690A1EAE47E2B2FB3E341697B109;AZUL;168
1DB2DEBBDD1E45D285809C4336F941E1;ROJO;3
1DC664CDAE044D07B7CC3380EEB60A60;ARENA;135
1DD0A7203FAF4BBEB188FD928DAEF1D6;RED;112
1DD40252BCFD4433BEEB854BE7679D6B;BLANCO;73
1DF1FFFCA83940D2831289DBC97B294A;ROJA;464
1E081A27772E4EFCAEEFF277D09553D6;GRIS;252
1E2AD0D5D13A4DAA8092ECC987127BCF;WHITE;68
1E31E94AA2D04CF890CBBD4C98EFAF5D;PLATA;2388
1E47489D81F84C52A63B779D42A5610B;AZUL;154
1E486A1D4D3743B5A00D9CDA4EAAE9A3;PLATA;58
1E6118F0BA7D4CAFB63CF30C43FF70E0;NEGRO;131
1E8459908331468692C3AD60AB0514E1;BLUE;252
1e8dcf68-bb50-4361-a74c-575a644b31a3;PLATA;1643
1EE3B711C6D7417090171D71E02C6A05;NEGRO;53
1EED5F08B00C46FBB2F0653ABD989E85;ROJO;295
1F000CDFFE6749949A4493B2D9EB8E07;GRIS;2637
1F117D444B5447E399A16193A755B46E;AZUL;119
1F1C0CE87E2B415CB072B0002AF591ED;SILVER-GRAY;2866
1F46BF6553CB414CAEDDD0F7BA2E156B;RED;286
1F65A565809D4EE998BE5208E458E11B;GRIS;58
1F8A09C4EE5F4795AFABABE5F4634863;GRIS;258
1F95A7BAF83F4117A4D5CF975A3E2AEA;CAFE;121
1fa0b6f2-5182-4b5a-a56d-0ffa8f3241fc;AZUL;125
1FA170E440534735BDB5CA73BF2A5E22;BLANCO;2028
1FA878EB95164382A61FDE3B87191DB4;AZUL;360
1FA9ECDFDA3045E2850D178379176211;AZUL;317
1FC36AA61547428BB6D31813229A145E;BLANCO;107
1FDB8C1060274B009AA3787E9B103D77;GRIS;474
1FE4662E09A542819F2B88F7074C511A;GRIS;474
1FF41D24D578421583EEA05123AB44DC;PLATA;700
200EF3F93FF54ABCB9D44A99B5749E17;PLATA;29
20104A3DB02C4105B02F5F30473C97BD;PLATA;1566
201A85BA03AE4AA099A77E9D134E5B7E;BLANCO;1566
201F510C27654181B3D00C98C07BEB65;GRIS;107
202CA206D3DB40199EAAB4351E70B63B;GRIS;105
20517EABFA424E3D9EC9F0310F0AEA7C;ROJO;4704
2078FFDB2DFA4E1CB64508645C2347D4;PLATA;322
207AAD0DFEF04B6C9B8DCE917C3597EF;GRIS;47
208272E67B174D28BA3EA0865F79B36B;GRIS;4317
208B427D69A2432AB8A77D00F34B718E;BLANCO;146
20951971EA2240DABB4C5890FED1F99D;NEGRO;1902
20b4efaf-ed91-4998-b6c6-050ff0efbd87;PLATA;10
20C3ECCDFF254351B63ED30D661DC751;AZUL;147
20C87886F7254F638D0983BF28EC5221;NEGRA;3143
20E3DCE0CAB04EAD8DA89EE16EF3E674;PLATA;129
20F7C6847F44459EAB030D564030FB4C;ROJO;46
210D49F8C13C4801A015CCA99B7165FC;ROJO;3855
2123FCA2CFD54BEDB20865EF6895BD8A;SILVER-GRAY;46
212FEEFF6097456A884797858F98A522;BLANCO;154
213E751FF62E4D08B796B00588F2105C;SILVER-GRAY;629
21902D63117A4A7CA41B1181ECD10FC2;AZUL;1750
219AB3D64ED54D369159F2AA358B2C17;SILVER-GRAY;129
219B27EF158349199CF3C78AB76B1E45;GRIS;700
21A05897F03145848B535223DF9949AA;GRIS;112
21ac6bc9-f1c5-4d06-b3d9-957373e92029;NEGRO;228
21B2D62F44064EF4BEB80E456A06FC73;ROJA;3416
21C49EFCBB434619A69A174B04466E5B;PLATA;524
21C676AA6BC148819C1EB0F3D89D8910;PLATA;53
220F52A2220D43A2A1F64706D40F2A90;GRIS;117
221C08C18A3545DD8E2916160C20F054;BLANCO;2679
223D96F1E7CE4DB2BF567883588E4B08;NEGRO;1765
224BB66F3DF24DFAA39C712AAE737890;BLANCO;291
2279DC7C7DE749AF935E8BA458EFC52F;ROJO;185
229021C7882C46F083AF5D196026EF3E;GRIS;119
22929642D138495E92BE3A21A61E8D51;BLANCO;291
